roll,shock_bps
2019-08-30,-12.0
2019-11-29,-9.7
2020-02-28,-18.4
2020-05-29,28.2
2020-08-31,-5.7
2020-11-30,-26.4
2021-02-26,31.1
2021-05-28,39.0
2021-08-31,22.7
2021-11-30,15.5
2022-02-28,-6.1
2022-05-31,-8.4
2022-08-31,-12.6
2022-11-30,-4.7
2023-02-28,-17.4
2023-05-31,3.8
2023-08-31,-5.3
2023-11-30,-0.4
2024-02-29,9.7
2024-05-31,-1.0
2024-08-30,0.5
2024-11-29,0.5
2025-02-28,7.9
2025-05-30,18.9
2025-08-29,10.6
2025-11-28,9.6
2026-02-27,9.7
