signal,signal_label,spec,entry_z,delay,matched,horizon_bars,mean_bps,mean_session_bps,t_clustered,hit_rate,n_events
2,z2_open_excluded,S2,3.0,15,True,60,-1.1,-0.041,-0.05,0.483,1605.0
2,z2_open_excluded,S2,3.0,1,False,120,-0.291,3.072,2.81,0.498,1513.0
2,z2_open_excluded,S2,3.0,1,True,120,-0.47,2.949,2.71,0.498,1496.0
2,z2_open_excluded,S2,3.0,2,True,120,-0.621,2.387,2.25,0.498,1496.0
2,z2_open_excluded,S2,3.0,5,True,120,-0.848,1.571,1.48,0.486,1496.0
2,z2_open_excluded,S2,3.0,15,True,120,-0.633,0.536,0.54,0.485,1496.0
2,z2_open_excluded,S3,1.5,1,False,5,0.18,0.326,2.21,0.498,11648.0
2,z2_open_excluded,S3,1.5,1,False,15,0.364,0.827,3.06,0.503,11276.0
2,z2_open_excluded,S3,1.5,1,False,30,0.528,1.423,3.45,0.508,10870.0
2,z2_open_excluded,S3,1.5,1,False,60,0.725,2.429,4.13,0.503,10186.0
2,z2_open_excluded,S3,1.5,1,False,120,0.924,3.935,4.61,0.496,8834.0
2,z2_open_excluded,S3,2.0,1,False,5,0.202,0.667,3.45,0.504,7451.0
2,z2_open_excluded,S3,2.0,1,False,15,0.353,1.737,4.57,0.515,7259.0
2,z2_open_excluded,S3,2.0,1,False,30,0.669,2.939,5.46,0.515,7093.0
2,z2_open_excluded,S3,2.0,1,False,60,0.776,4.678,6.28,0.508,6812.0
2,z2_open_excluded,S3,2.0,1,False,120,0.83,6.084,6.41,0.497,6272.0
2,z2_open_excluded,S3,2.5,1,False,5,0.043,1.128,4.0,0.491,4110.0
2,z2_open_excluded,S3,2.5,1,False,15,0.383,3.293,6.1,0.504,4035.0
2,z2_open_excluded,S3,2.5,1,False,30,0.75,5.416,7.26,0.508,3971.0
2,z2_open_excluded,S3,2.5,1,False,60,1.53,7.029,7.2,0.518,3876.0
2,z2_open_excluded,S3,2.5,1,False,120,1.804,8.355,7.05,0.512,3672.0
2,z2_open_excluded,S3,3.0,1,False,5,0.847,2.573,5.19,0.512,2053.0
2,z2_open_excluded,S3,3.0,1,False,15,1.46,5.422,6.95,0.517,2029.0
2,z2_open_excluded,S3,3.0,1,False,30,1.618,6.353,6.33,0.519,2009.0
2,z2_open_excluded,S3,3.0,1,False,60,2.549,7.385,5.67,0.519,1982.0
2,z2_open_excluded,S3,3.0,1,False,120,3.231,8.306,5.34,0.501,1906.0
