roll,shock_bps
2019-06-13,-11.7
2019-09-12,-5.0
2019-12-12,-6.0
2020-03-12,-8.2
2020-06-11,-12.5
2020-09-10,-6.8
2020-12-10,-12.0
2021-03-11,-12.5
2021-06-10,-9.2
2021-09-09,0.4
2021-12-09,-5.6
2022-03-10,-4.5
2022-06-09,3.3
2022-09-08,6.2
2022-12-08,0.2
2023-03-09,1.0
2023-06-08,4.4
2023-09-07,8.0
2023-12-07,4.3
2024-03-07,5.8
2024-06-13,7.2
2024-09-12,10.6
2024-12-12,1.4
2025-03-13,9.9
2025-06-12,7.6
2025-09-11,9.1
2025-12-11,5.9
2026-03-12,9.4
