roll,shock_bps
2019-06-13,-21.2
2019-09-12,-21.3
2019-12-12,-20.7
2020-03-12,-29.0
2020-06-11,-19.2
2020-09-10,-18.6
2020-12-10,-20.8
2021-03-11,-17.2
2021-06-10,-15.3
2021-09-09,-14.8
2021-12-09,-16.7
2022-03-10,-17.9
2022-06-09,-19.1
2022-09-08,-19.3
2022-12-08,-18.6
2023-03-09,-20.2
2023-06-08,-19.2
2023-09-07,-17.5
2023-12-07,-17.3
2024-03-07,-13.5
2024-06-13,-13.2
2024-09-12,-12.8
2024-12-12,-12.8
2025-03-13,-13.5
2025-06-12,-14.3
2025-09-11,-14.0
2025-12-11,-14.6
2026-03-12,-11.8
